Reviewer_Nationality,Review_Date,review,Reviewer_Score,clean_review,neg,neu,pos,compound,sentiment
 United Kingdom ,2017-02-25, Very poor service not safe to stay staff are very rude to customers room is in poor condition never go there ever again  ,2.5,poor service safe stay staff rude customer room poor condition never go ever,0.436,0.427,0.137,-0.743,negative
 United Kingdom ,2017-02-25, Room Little bit dated and tired good for the money  Comfy bed,7.5,room little bit dated tire good money comfy bed,0.0,0.734,0.266,0.4404,positive
 United Kingdom ,2017-02-25, Uncomfortable beds  The entrance,4.2,uncomfortable bed entrance,0.565,0.435,0.0,-0.3818,negative
 United Kingdom ,2017-02-25, Many hotels provide cappuccino and a wider selection for continental breakfast  Porridge was provided at breakfast,7.1,many hotel provide cappuccino wider selection continental breakfast porridge provide breakfast,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-25, Everything the hotel is quite old   Only the location,5.4,everything hotel quite old location,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-24,  I thought the room was lovely,10.0,thought room lovely,0.0,0.345,0.655,0.5859,positive
Other,2017-02-24, Very noise because of DLR railway crossing nearby ,5.4,noise dlr railway cross nearby,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-24, breakfast  price,6.7,breakfast price,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-24, TV not working in the bedroom  ,6.7,tv work bedroom,0.0,1.0,0.0,0.0,neutral
Other,2017-02-23, some construction works next to the hotel and the noise of the DLR may put people off  receptionist offered upgrade free of charge,8.3,construction work next hotel noise dlr may put people receptionist offer upgrade free charge,0.0,0.798,0.202,0.5106,positive
 United Kingdom ,2017-02-22,  everything is good,10.0,everything good,0.0,0.256,0.744,0.4404,positive
 United Kingdom ,2017-02-22, Pizzeria doesn t provide with meals for sit in at 1pm   Concierge Service was perfect ,7.9,pizzeria provide meal sit concierge service perfect,0.0,0.619,0.381,0.5719,positive
 United Kingdom ,2017-02-22, Shower was old fashioned   Nice pool and bar,8.3,shower old fashion nice pool bar,0.0,0.641,0.359,0.4215,positive
 United Kingdom ,2017-02-22, Extra charge for room on arrival   Not a lot,3.8,extra charge room arrival lot,0.0,1.0,0.0,0.0,neutral
Other,2017-02-21, The pool is open only till 6pm which is not long considering we always came back later than that   Very good room service ,8.8,pool open till long consider always come back later good room service,0.0,0.791,0.209,0.4404,positive
 United Kingdom ,2017-02-21,  The gym was good could do with update on decor but excellent machines,9.2,gym good could update decor excellent machine,0.0,0.431,0.569,0.765,positive
 United Kingdom ,2017-02-21, CAR PARKING CHARGE NOT INC IN PRICE OFF STAY  STAFF HOTEL,7.9,car park charge inc price stay staff hotel,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-21, Worn out decor and tired room WITH NO WINDOW AS STANDARD One had to pay 20 per person to up grade to a room with a window   Locarion To,7.5,worn decor tire room window standard one pay per person grade room window locarion,0.231,0.769,0.0,-0.3818,negative
Other,2017-02-21, Some halal meals  Improve catering service to halal menu,7.9,halal meal improve cater service halal menu,0.0,0.674,0.326,0.4404,positive
 United Kingdom ,2017-02-20, LIFT is very BAD  ,8.3,lift bad,0.778,0.222,0.0,-0.5423,negative
 United Kingdom ,2017-02-20, Toilet didn t flush  Heated pool,9.2,toilet flush heat pool,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-20, Pizza was a bit average   Great value for the location and standard of hotel Receptionist was friendly and efficient ,9.2,pizza bit average great value location standard hotel receptionist friendly efficient,0.0,0.359,0.641,0.91,positive
 United Kingdom ,2017-02-20,  what a lovely hotel great location and we were upgraded free of charge,10.0,lovely hotel great location upgrade free charge,0.0,0.263,0.737,0.9042,positive
 United Kingdom ,2017-02-20, That you have to pay for wi Fi in your room   The view from our room window was nice over the Thames and over London ,7.9,pay wi fi room view room window nice thames london,0.115,0.656,0.23,0.34,positive
 United Kingdom ,2017-02-20, All of it  The hotel is tired and dated Needs to be pulled down,5.4,hotel tire dated need pull,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-19, Not a long enough stay   Honestly the lady I was with ,7.5,long enough stay honestly lady,0.0,0.571,0.429,0.4588,positive
 United Kingdom ,2017-02-19, Look like my nans house Loud couple having sex at 8 30pm sounded like foxes having sex   Close to every where in the city Nice staff ,7.1,look like nan house loud couple sex sound like fox sex close every city nice staff,0.0,0.625,0.375,0.7783,positive
 United Kingdom ,2017-02-19,  Excellent customer service the young lady who checked me in was extremely friendly and helpful ,10.0,excellent customer service young lady check extremely friendly helpful,0.0,0.369,0.631,0.8826,positive
 United Kingdom ,2017-02-19, next door room have party all night can sleep properly ,6.7,next door room party night sleep properly,0.0,0.69,0.31,0.4019,positive
Other,2017-02-18, Dated  Position,4.6,date position,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-18, Very narrow and hard bed Parking charge is a bit steep if your staying at the hotel  Nice breakfast big room with a nice view ,6.3,narrow hard bed park charge bit steep stay hotel nice breakfast big room nice view,0.074,0.632,0.295,0.6369,positive
 United Kingdom ,2017-02-18, The hotel and facilities are quite old and very worn   Bargain price Location lovely ,8.3,hotel facility quite old worn bargain price location lovely,0.173,0.418,0.409,0.5244,positive
 United Kingdom ,2017-02-18, hotel is a bit tired dated  good location cheap price,7.1,hotel bit tired date good location cheap price,0.246,0.508,0.246,0.0,neutral
Other,2017-02-17, Very tired and worn out hotel Beds are awful   Location location location Counter staff was professional ,4.6,tired worn hotel bed awful location location location counter staff professional,0.503,0.497,0.0,-0.7964,negative
 United Kingdom ,2017-02-17, Room could be refurbed looking tired   Comfortable bar area prices good for London ,7.5,room could refurbed look tired comfortable bar area price good london,0.17,0.468,0.363,0.5106,positive
 United Kingdom ,2017-02-16, Quite noisy   Good size room ,7.5,quite noisy good size room,0.244,0.367,0.389,0.2927,positive
 United Kingdom ,2017-02-16, Loads of hotel service and cleaning left outside people s doors  room was good Lot s of space and very cheap,7.9,load hotel service clean leave outside people door room good lot space cheap,0.071,0.595,0.333,0.6597,positive
 United Kingdom ,2017-02-16, Breakfast was very poor cold poor quality food  In need of a refurb,5.5,breakfast poor cold poor quality food need refurb,0.508,0.492,0.0,-0.7351,negative
 United Kingdom ,2017-02-16, Very slow service Noisy ventilation in room Poorly maintained lifts Poor customer service when made complaint about noisy fan  ,3.8,slow service noisy ventilation room poorly maintain lift poor customer service make complaint noisy fan,0.414,0.476,0.11,-0.6597,negative
 United Kingdom ,2017-02-16, The air conditioning doesn t really work  ,5.4,air condition really work,0.0,1.0,0.0,0.0,neutral
Other,2017-02-16, They did not allow to use hotel facilities Asked for extra money  Nothing,2.5,allow use hotel facility ask extra money nothing,0.0,0.787,0.213,0.2263,positive
 United Kingdom ,2017-02-15, The attitude and total ignorance of one of the reception staff ,7.1,attitude total ignorance one reception staff,0.333,0.667,0.0,-0.3612,negative
Other,2017-02-15, No bar fridge in room  Excellent value for money,6.3,bar fridge room excellent value money,0.0,0.396,0.604,0.7269,positive
 United Kingdom ,2017-02-15, FREE WIFI   The whirl pool bath,8.3,free wifi whirl pool bath,0.0,0.548,0.452,0.5106,positive
 United Kingdom ,2017-02-15, Room Shower Bed Duvet too thin Whole interior of hotel Please avoid keep your money Rude staff   Nothing Avoid,3.3,room shower bed duvet thin whole interior hotel please avoid keep money rude staff nothing avoid,0.341,0.553,0.106,-0.6249,negative
 United Kingdom ,2017-02-15, Whole stay  Toilet broken in room overlooking building site and bitten by buys or flees,3.3,whole stay toilet broken room overlook building site bite buy flees,0.348,0.652,0.0,-0.5859,negative
Other,2017-02-15, Totul  Nimc ,3.3,totul nimc,0.0,1.0,0.0,0.0,neutral
Other,2017-02-15, I don t like poor service of the Internet not working in d room ,6.7,like poor service internet work room,0.323,0.417,0.26,-0.1531,negative
 United Kingdom ,2017-02-15, Bigger bed Thermostatic bath shower controls  ,4.6,big bed thermostatic bath shower control,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-15, Indian restaurant closing so early  Accessibility very good,8.8,indian restaurant close early accessibility good,0.0,0.633,0.367,0.4404,positive
Other,2017-02-15,  good position cheap rooms,7.9,good position cheap room,0.0,0.508,0.492,0.4404,positive
 United Kingdom ,2017-02-14,  My mum and her partner went there from us to see strictly come dancing They loved it and maybe we go along with them next year Thankyou to you all,7.5,mum partner go see strictly come dancing love maybe go along next year thankyou,0.0,0.756,0.244,0.6369,positive
 United Kingdom ,2017-02-14, paid wifi  Breakfast room is very clean,9.6,pay wifi breakfast room clean,0.197,0.423,0.38,0.3182,positive
 United Kingdom ,2017-02-14, I didn t like the mattress of the bed should be better   All staff and the services ,9.6,like mattress bed good staff service,0.0,0.426,0.574,0.6597,positive
Other,2017-02-13,  Great location and value for money ,8.8,great location value money,0.0,0.235,0.765,0.7579,positive
 United Kingdom ,2017-02-13, The ventilator is loud but it was shut down at night The staff is not very friendly and asked me to wait for my luggage for a long time  ,7.9,ventilator loud shut night staff friendly ask wait luggage long time,0.0,0.758,0.242,0.4939,positive
 United Kingdom ,2017-02-13, Bit worn and lift smelt of sick   Location,5.4,bit worn lift smelt sick location,0.579,0.421,0.0,-0.6705,negative
Other,2017-02-13, nothing It was just lovely experience   I loved everything ,7.9,nothing lovely experience love everything,0.682,0.318,0.0,-0.7536,negative
 United Kingdom ,2017-02-13, Lost my reservation  Lovely room good size clean and good location ,9.6,lose reservation lovely room good size clean good location,0.142,0.211,0.647,0.8625,positive
 United Kingdom ,2017-02-13,  The whole hotel was better than what we expected I would definitely refer it to a friend and use it again myself too,10.0,whole hotel well expect would definitely refer friend use,0.0,0.429,0.571,0.7906,positive
 United Kingdom ,2017-02-13, Nothing unless they could control the weather which was not good  Efficiency of all staff from start to finish,9.6,nothing unless could control weather good efficiency staff start finish,0.0,0.597,0.403,0.6597,positive
 United Kingdom ,2017-02-12, Nothing   Lovely hotel very grand and beautiful great location and amazing value for money ,10.0,nothing lovely hotel grand beautiful great location amaze value money,0.237,0.171,0.593,0.8537,positive
 United Kingdom ,2017-02-12, Wifi  Good money value room and fantastic location,10.0,wifi good money value room fantastic location,0.0,0.31,0.69,0.836,positive
 United Kingdom ,2017-02-12, Hotel getting a bit old in parts but very good value for money  very friendly staff parking easy underground on premises ,9.6,hotel get bit old part good value money friendly staff park easy underground premise,0.0,0.467,0.533,0.886,positive
 United Kingdom ,2017-02-12, Room was near air compressors so got the noise during the night   Very friendly staff,7.5,room near air compressor get noise night friendly staff,0.0,0.714,0.286,0.4939,positive
 United Kingdom ,2017-02-12,  Decent Value,8.3,decent value,0.0,0.294,0.706,0.34,positive
Other,2017-02-12, nothing   the rate of the hotel is so affordable ,10.0,nothing rate hotel affordable,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-11, The room was small and even though I turned the radiator up was very cold all night   Room and bathroom were clean and fresh,6.7,room small even though turned radiator cold night room bathroom clean fresh,0.0,0.667,0.333,0.6124,positive
 United Kingdom ,2017-02-11, aircon in room was cold all night  ,7.9,aircon room cold night,0.0,1.0,0.0,0.0,neutral
Other,2017-02-11, The hotel is old and needs upgrading   I got a free upgrade to room with a window which was nice Room was well decorated,7.5,hotel old need upgrading get free upgrade room window nice room well decorate,0.0,0.549,0.451,0.802,positive
 United Kingdom ,2017-02-10, Nothing  Everything from staff to the room was excellent,9.6,nothing everything staff room excellent,0.0,0.519,0.481,0.5719,positive
 United Kingdom ,2017-02-10, The crazy wallpaper in our room and dated look and feel of the hotel   Location,6.3,crazy wallpaper room date look feel hotel location,0.255,0.745,0.0,-0.34,negative
